equation,underlying,strike,expiry,entry_ist,exit_ist,lots,lot_size,notional_rupees,entry_ce,entry_pe,future,exit_ce,exit_pe,entry_gap_frac,gap_rupees,cs_spread_frac,statutory_cost_rupees,floor_cost_rupees,upper_cost_rupees,gross_rupees,net_floor_rupees,net_upper_rupees,result_R_floor,exit_reason,regime
parity,BANKNIFTY,58700.0,2026-09-29,2026-08-26 09:16 IST,2026-08-26 09:16 IST,1,15,872256.0,493.85,1034.8,58150.4,493.85,1034.8,9e-05,80.01,0.0,337.68,339.93,337.68,0.0,-339.93,-337.68,-0.34,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58800.0,2026-09-29,2026-08-26 09:16 IST,2026-08-26 09:16 IST,1,15,872256.0,451.5,1090.0,58150.4,451.5,1090.0,0.00012,107.7,0.00134,339.29,341.54,1525.21,0.0,-341.54,-1525.21,-0.342,banked (gap < cost),sideways/calm
parity,NIFTY,24000.0,2026-09-29,2026-08-26 09:17 IST,2026-08-26 09:17 IST,1,75,1838250.0,623.0,106.2,24510.0,623.0,106.2,0.0004,740.9,0.00631,673.3,684.55,12625.85,0.0,-684.55,-12625.85,-0.685,banked (gap < cost),sideways/calm
parity,NIFTY,24100.0,2026-09-29,2026-08-26 09:17 IST,2026-08-26 09:17 IST,1,75,1838250.0,544.05,128.05,24510.0,544.05,128.05,0.00035,635.62,0.0108,662.09,673.34,21075.3,0.0,-673.34,-21075.3,-0.673,banked (gap < cost),sideways/calm
parity,NIFTY,24200.0,2026-09-29,2026-08-26 09:17 IST,2026-08-26 09:17 IST,1,75,1838250.0,472.5,154.0,24510.0,472.5,154.0,0.00042,777.85,0.00737,652.68,663.93,14557.81,0.0,-663.93,-14557.81,-0.664,banked (gap < cost),sideways/calm
parity,NIFTY,24400.0,2026-09-29,2026-08-26 09:17 IST,2026-08-26 09:17 IST,1,75,1838250.0,341.1,221.3,24510.0,341.1,221.3,0.00043,784.8,0.00362,639.94,651.19,7458.46,0.0,-651.19,-7458.46,-0.651,banked (gap < cost),sideways/calm
parity,NIFTY,24500.0,2026-09-29,2026-08-26 09:17 IST,2026-08-26 09:17 IST,1,75,1838250.0,282.6,263.85,24510.0,282.6,263.85,0.00036,660.78,0.004,636.76,648.01,8161.89,0.0,-648.01,-8161.89,-0.648,banked (gap < cost),sideways/calm
parity,NIFTY,24600.0,2026-09-29,2026-08-26 09:17 IST,2026-08-26 09:17 IST,1,75,1838250.0,231.5,311.75,24510.0,231.5,311.75,0.00038,690.5,0.003,635.8,647.05,6268.7,0.0,-647.05,-6268.7,-0.647,banked (gap < cost),sideways/calm
parity,NIFTY,24700.0,2026-09-29,2026-08-26 09:17 IST,2026-08-26 09:17 IST,1,75,1838250.0,186.45,365.5,24510.0,186.45,365.5,0.0004,735.23,0.0049,636.9,648.15,9855.54,0.0,-648.15,-9855.54,-0.648,banked (gap < cost),sideways/calm
parity,NIFTY,24800.0,2026-09-29,2026-08-26 09:17 IST,2026-08-26 09:17 IST,1,75,1838250.0,147.0,423.9,24510.0,147.0,423.9,0.00046,851.21,0.00442,641.18,652.43,8956.27,0.0,-652.43,-8956.27,-0.652,banked (gap < cost),sideways/calm
parity,NIFTY,25000.0,2026-09-29,2026-08-26 09:17 IST,2026-08-26 09:17 IST,1,75,1838250.0,89.0,566.35,24510.0,89.0,566.35,0.0004,726.91,0.00969,656.52,667.77,18947.33,0.0,-667.77,-18947.33,-0.668,banked (gap < cost),sideways/calm
parity,NIFTY,25400.0,2026-09-29,2026-08-26 09:17 IST,2026-08-26 09:17 IST,1,75,1838250.0,29.25,897.6,24510.0,29.25,897.6,0.00066,1220.82,0.02567,708.98,720.23,49685.06,0.0,-720.23,-49685.06,-0.72,banked (gap < cost),sideways/calm
parity,NIFTY,25500.0,2026-09-29,2026-08-26 09:17 IST,2026-08-26 09:17 IST,1,75,1838250.0,22.85,995.95,24510.0,22.85,995.95,0.00045,819.29,0.01023,720.53,731.78,20313.97,0.0,-731.78,-20313.97,-0.732,banked (gap < cost),sideways/calm
parity,NIFTY,24900.0,2026-09-29,2026-08-26 09:18 IST,2026-08-26 09:18 IST,1,75,1838107.0,115.15,489.8,24508.1,115.15,489.8,0.00061,1116.35,0.00833,647.31,658.56,16340.73,0.0,-658.56,-16340.73,-0.659,banked (gap < cost),sideways/calm
parity,NIFTY,25200.0,2026-09-29,2026-08-26 09:18 IST,2026-08-26 09:18 IST,1,75,1838107.0,50.6,721.1,24508.1,50.6,721.1,0.0007,1291.78,0.01475,679.69,690.94,28638.8,0.0,-690.94,-28638.8,-0.691,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57000.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,1460.35,345.8,58134.4,1460.35,345.8,0.00022,195.01,0.00745,345.84,348.09,7039.49,0.0,-348.09,-7039.49,-0.348,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57200.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,1308.0,399.0,58134.4,1308.0,399.0,0.00034,296.37,0.0111,342.88,345.13,10303.14,0.0,-345.13,-10303.14,-0.345,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57300.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,1248.0,428.0,58134.4,1248.0,428.0,0.00016,140.42,0.0102,340.62,342.87,9484.4,0.0,-342.87,-9484.4,-0.343,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57400.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,1180.0,458.2,58134.4,1180.0,458.2,0.00014,122.48,0.00818,339.46,341.71,7666.75,0.0,-341.71,-7666.75,-0.342,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57500.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,1109.85,489.85,58134.4,1109.85,489.85,0.00018,158.53,0.00687,338.04,340.29,6490.76,0.0,-340.29,-6490.76,-0.34,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57600.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,1054.3,525.25,58134.4,1054.3,525.25,4e-05,31.84,0.0061,337.09,339.34,5801.44,0.0,-339.34,-5801.44,-0.339,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57700.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,988.9,561.0,58134.4,988.9,561.0,7e-05,58.14,0.00938,336.23,338.48,8732.9,0.0,-338.48,-8732.9,-0.338,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57800.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,929.1,600.6,58134.4,929.1,600.6,7e-05,58.2,0.01028,335.47,337.72,9531.94,0.0,-337.72,-9531.94,-0.338,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57900.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,872.0,643.95,58134.4,872.0,643.95,8e-05,74.0,0.00594,334.87,337.12,5645.47,0.0,-337.12,-5645.47,-0.337,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58000.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,815.1,682.0,58134.4,815.1,682.0,1e-05,7.31,0.01049,334.37,336.62,9713.35,0.0,-336.62,-9713.35,-0.337,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58100.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,759.85,728.1,58134.4,759.85,728.1,4e-05,36.61,0.00494,334.0,336.25,4749.5,0.0,-336.25,-4749.5,-0.336,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58200.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,705.75,773.2,58134.4,705.75,773.2,4e-05,33.67,0.01364,333.81,336.06,12526.99,0.0,-336.06,-12526.99,-0.336,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58300.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,652.85,821.5,58134.4,652.85,821.5,7e-05,60.72,0.01155,333.92,336.17,10664.6,0.0,-336.17,-10664.6,-0.336,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58500.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,562.35,928.0,58134.4,562.35,928.0,4e-05,33.83,0.00683,334.08,336.33,6443.09,0.0,-336.33,-6443.09,-0.336,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58700.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,478.9,1072.7,58134.4,478.9,1072.7,0.00054,474.19,0.0,335.77,338.02,335.77,0.0,-338.02,-335.77,-0.338,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58800.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,438.05,1095.9,58134.4,438.05,1095.9,6e-05,56.0,0.0,336.45,338.7,336.45,0.0,-338.7,-336.45,-0.339,banked (gap < cost),sideways/calm
parity,BANKNIFTY,59000.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,15,872016.0,368.65,1234.85,58134.4,368.65,1234.85,0.0001,87.35,0.01202,338.86,341.11,11107.27,0.0,-341.11,-11107.27,-0.341,banked (gap < cost),sideways/calm
parity,NIFTY,23500.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,75,1837943.0,1051.6,41.4,24505.9,1051.6,41.4,0.00042,777.88,0.00925,733.19,744.44,18504.06,0.0,-744.44,-18504.06,-0.744,banked (gap < cost),sideways/calm
parity,NIFTY,24000.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,75,1837943.0,623.45,105.95,24505.9,623.45,105.95,0.0006,1099.01,0.01164,671.16,682.41,22698.67,0.0,-682.41,-22698.67,-0.682,banked (gap < cost),sideways/calm
parity,NIFTY,24100.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,75,1837943.0,544.45,127.4,24505.9,544.45,127.4,0.00055,1019.99,0.00792,661.37,672.62,15620.65,0.0,-672.62,-15620.65,-0.673,banked (gap < cost),sideways/calm
parity,NIFTY,24200.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,75,1837943.0,472.35,153.6,24505.9,472.35,153.6,0.0006,1102.21,0.01024,651.86,663.11,19949.49,0.0,-663.11,-19949.49,-0.663,banked (gap < cost),sideways/calm
parity,NIFTY,24400.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,75,1837943.0,339.45,220.3,24505.9,339.45,220.3,0.00057,1041.67,0.01094,639.28,650.53,21212.87,0.0,-650.53,-21212.87,-0.651,banked (gap < cost),sideways/calm
parity,NIFTY,24500.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,75,1837943.0,281.3,263.05,24505.9,281.3,263.05,0.00051,928.89,0.00722,635.99,647.24,14208.76,0.0,-647.24,-14208.76,-0.647,banked (gap < cost),sideways/calm
parity,NIFTY,24600.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,75,1837943.0,231.4,311.05,24505.9,231.4,311.05,0.00057,1041.12,0.007,635.06,646.31,13779.65,0.0,-646.31,-13779.65,-0.646,banked (gap < cost),sideways/calm
parity,NIFTY,24700.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,75,1837943.0,185.0,363.8,24505.9,185.0,363.8,0.00058,1059.6,0.00014,637.12,648.37,899.16,0.0,-648.37,-899.16,-0.648,banked (gap < cost),sideways/calm
parity,NIFTY,24800.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,75,1837943.0,146.7,427.0,24505.9,146.7,427.0,0.00049,901.82,0.00014,641.05,652.3,903.31,0.0,-652.3,-903.31,-0.652,banked (gap < cost),sideways/calm
parity,NIFTY,25000.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,75,1837943.0,88.6,567.35,24505.9,88.6,567.35,0.0005,927.52,0.0005,656.66,667.91,1592.47,0.0,-667.91,-1592.47,-0.668,banked (gap < cost),sideways/calm
parity,NIFTY,25400.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,75,1837943.0,28.9,908.25,24505.9,28.9,908.25,0.00038,701.43,0.00014,709.43,720.68,975.44,0.0,-720.68,-975.44,-0.721,banked (gap < cost),sideways/calm
parity,NIFTY,25500.0,2026-09-29,2026-08-26 09:19 IST,2026-08-26 09:19 IST,1,75,1837943.0,22.4,1002.0,24505.9,22.4,1002.0,0.00035,637.4,0.00069,721.06,732.31,2038.58,0.0,-732.31,-2038.58,-0.732,banked (gap < cost),sideways/calm
parity,BANKNIFTY,56000.0,2026-09-29,2026-08-26 09:20 IST,2026-08-26 09:20 IST,1,15,872370.0,2300.0,163.6,58158.0,2300.0,163.6,0.00015,128.6,0.03719,370.06,372.31,34155.14,0.0,-372.31,-34155.14,-0.372,banked (gap < cost),sideways/calm
parity,NIFTY,23900.0,2026-09-29,2026-08-26 09:20 IST,2026-08-26 09:20 IST,1,75,1839075.0,709.4,84.05,24521.0,709.4,84.05,0.00033,607.4,0.01151,682.76,694.01,22517.66,0.0,-694.01,-22517.66,-0.694,banked (gap < cost),sideways/calm
parity,NIFTY,25100.0,2026-09-29,2026-08-26 09:20 IST,2026-08-26 09:20 IST,1,75,1839075.0,68.8,635.0,24521.0,68.8,635.0,0.00038,697.87,0.01247,667.8,679.05,24253.53,0.0,-679.05,-24253.53,-0.679,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58800.0,2026-09-29,2026-08-26 09:21 IST,2026-08-26 09:21 IST,1,15,873000.0,472.2,1060.0,58200.0,472.2,1060.0,0.00015,128.67,0.00933,337.2,339.45,8694.19,0.0,-339.45,-8694.19,-0.339,banked (gap < cost),sideways/calm
parity,NIFTY,23500.0,2026-09-29,2026-08-26 09:21 IST,2026-08-26 09:21 IST,1,75,1839825.0,1068.0,39.35,24531.0,1068.0,39.35,0.00016,290.52,0.0,735.01,746.26,735.01,0.0,-746.26,-735.01,-0.746,banked (gap < cost),sideways/calm
parity,NIFTY,24000.0,2026-09-29,2026-08-26 09:21 IST,2026-08-26 09:21 IST,1,75,1839825.0,640.95,100.75,24531.0,640.95,100.75,0.00051,930.4,0.0,672.86,684.11,672.86,0.0,-684.11,-672.86,-0.684,banked (gap < cost),sideways/calm
parity,NIFTY,24100.0,2026-09-29,2026-08-26 09:21 IST,2026-08-26 09:21 IST,1,75,1839825.0,561.1,121.6,24531.0,561.1,121.6,0.00045,832.63,0.00044,661.7,672.95,1500.41,0.0,-672.95,-1500.41,-0.673,banked (gap < cost),sideways/calm
parity,NIFTY,24200.0,2026-09-29,2026-08-26 09:21 IST,2026-08-26 09:21 IST,1,75,1839825.0,488.85,146.1,24531.0,488.85,146.1,0.00056,1031.11,0.0,652.79,664.04,652.79,0.0,-664.04,-652.79,-0.664,banked (gap < cost),sideways/calm
parity,NIFTY,24400.0,2026-09-29,2026-08-26 09:21 IST,2026-08-26 09:21 IST,1,75,1839825.0,353.95,210.1,24531.0,353.95,210.1,0.00056,1023.06,0.0,639.41,650.66,639.41,0.0,-650.66,-639.41,-0.651,banked (gap < cost),sideways/calm
parity,NIFTY,24500.0,2026-09-29,2026-08-26 09:21 IST,2026-08-26 09:21 IST,1,75,1839825.0,294.5,251.65,24531.0,294.5,251.65,0.00049,902.79,0.0,636.18,647.43,636.18,0.0,-647.43,-636.18,-0.647,banked (gap < cost),sideways/calm
parity,NIFTY,24600.0,2026-09-29,2026-08-26 09:21 IST,2026-08-26 09:21 IST,1,75,1839825.0,241.5,298.2,24531.0,241.5,298.2,0.00048,891.26,0.0,635.11,646.36,635.11,0.0,-646.36,-635.11,-0.646,banked (gap < cost),sideways/calm
parity,NIFTY,24700.0,2026-09-29,2026-08-26 09:21 IST,2026-08-26 09:21 IST,1,75,1839825.0,194.35,350.2,24531.0,194.35,350.2,0.00049,909.74,0.0,636.4,647.65,636.4,0.0,-647.65,-636.4,-0.648,banked (gap < cost),sideways/calm
parity,NIFTY,24800.0,2026-09-29,2026-08-26 09:21 IST,2026-08-26 09:21 IST,1,75,1839825.0,154.3,413.0,24531.0,154.3,413.0,0.00035,650.71,0.0,640.23,651.48,640.23,0.0,-651.48,-640.23,-0.651,banked (gap < cost),sideways/calm
parity,NIFTY,24900.0,2026-09-29,2026-08-26 09:21 IST,2026-08-26 09:21 IST,1,75,1839825.0,119.75,471.75,24531.0,119.75,471.75,0.0006,1107.94,0.00934,648.03,659.28,18240.15,0.0,-659.28,-18240.15,-0.659,banked (gap < cost),sideways/calm
parity,NIFTY,25000.0,2026-09-29,2026-08-26 09:21 IST,2026-08-26 09:21 IST,1,75,1839825.0,92.9,547.4,24531.0,92.9,547.4,0.00048,875.16,0.0,655.36,666.61,655.36,0.0,-666.61,-655.36,-0.667,banked (gap < cost),sideways/calm
parity,NIFTY,25500.0,2026-09-29,2026-08-26 09:21 IST,2026-08-26 09:21 IST,1,75,1839825.0,23.35,973.9,24531.0,23.35,973.9,0.00051,945.05,0.01315,719.91,731.16,25890.09,0.0,-731.16,-25890.09,-0.731,banked (gap < cost),sideways/calm
parity,BANKNIFTY,56000.0,2026-09-29,2026-08-26 09:22 IST,2026-08-26 09:22 IST,1,15,873054.0,2350.0,157.05,58203.6,2350.0,157.05,5e-05,39.76,0.0,372.16,374.41,372.16,0.0,-374.41,-372.16,-0.374,banked (gap < cost),sideways/calm
parity,NIFTY,25100.0,2026-09-29,2026-08-26 09:22 IST,2026-08-26 09:22 IST,1,75,1839877.0,71.0,619.55,24531.7,71.0,619.55,0.00067,1224.02,0.0,665.13,676.38,665.13,0.0,-676.38,-665.13,-0.676,banked (gap < cost),sideways/calm
parity,NIFTY,25200.0,2026-09-29,2026-08-26 09:22 IST,2026-08-26 09:22 IST,1,75,1839877.0,53.0,699.45,24531.7,53.0,699.45,0.00073,1336.24,0.00867,681.25,692.5,17124.34,0.0,-692.5,-17124.34,-0.693,banked (gap < cost),sideways/calm
parity,NIFTY,23900.0,2026-09-29,2026-08-26 09:23 IST,2026-08-26 09:23 IST,1,75,1840260.0,723.6,81.5,24536.8,723.6,81.5,0.00037,685.74,0.0,686.27,697.52,686.27,0.0,-697.52,-686.27,-0.698,banked (gap < cost),sideways/calm
parity,NIFTY,24000.0,2026-09-29,2026-08-26 09:23 IST,2026-08-26 09:23 IST,1,75,1840260.0,641.45,99.05,24536.8,641.45,99.05,0.00036,662.97,0.00552,674.05,685.3,11141.46,0.0,-685.3,-11141.46,-0.685,banked (gap < cost),sideways/calm
parity,NIFTY,24100.0,2026-09-29,2026-08-26 09:23 IST,2026-08-26 09:23 IST,1,75,1840260.0,562.2,118.75,24536.8,562.2,118.75,0.00038,696.45,0.0,662.86,674.11,662.86,0.0,-674.11,-662.86,-0.674,banked (gap < cost),sideways/calm
parity,NIFTY,24200.0,2026-09-29,2026-08-26 09:23 IST,2026-08-26 09:23 IST,1,75,1840260.0,489.75,144.5,24536.8,489.75,144.5,0.00043,786.17,0.00199,653.49,664.74,4411.93,0.0,-664.74,-4411.93,-0.665,banked (gap < cost),sideways/calm
parity,NIFTY,24400.0,2026-09-29,2026-08-26 09:23 IST,2026-08-26 09:23 IST,1,75,1840260.0,354.05,207.9,24536.8,354.05,207.9,0.00041,763.13,0.00212,639.84,651.09,4628.55,0.0,-651.09,-4628.55,-0.651,banked (gap < cost),sideways/calm
parity,NIFTY,24500.0,2026-09-29,2026-08-26 09:23 IST,2026-08-26 09:23 IST,1,75,1840260.0,293.6,248.6,24536.8,293.6,248.6,0.00034,631.6,0.00623,636.04,647.29,12357.69,0.0,-647.29,-12357.69,-0.647,banked (gap < cost),sideways/calm
parity,NIFTY,24600.0,2026-09-29,2026-08-26 09:23 IST,2026-08-26 09:23 IST,1,75,1840260.0,241.5,296.4,24536.8,241.5,296.4,0.00032,593.83,0.00521,635.05,646.3,10429.1,0.0,-646.3,-10429.1,-0.646,banked (gap < cost),sideways/calm
parity,NIFTY,24700.0,2026-09-29,2026-08-26 09:23 IST,2026-08-26 09:23 IST,1,75,1840260.0,194.0,348.0,24536.8,194.0,348.0,0.00033,616.05,0.00757,635.87,647.12,14864.7,0.0,-647.12,-14864.7,-0.647,banked (gap < cost),sideways/calm
parity,NIFTY,24800.0,2026-09-29,2026-08-26 09:23 IST,2026-08-26 09:23 IST,1,75,1840260.0,154.45,407.45,24536.8,154.45,407.45,0.00035,645.78,0.00433,639.37,650.62,8791.56,0.0,-650.62,-8791.56,-0.651,banked (gap < cost),sideways/calm
parity,NIFTY,24900.0,2026-09-29,2026-08-26 09:23 IST,2026-08-26 09:23 IST,1,75,1840260.0,120.05,472.65,24536.8,120.05,472.65,0.00034,630.51,0.00764,645.18,656.43,15045.81,0.0,-656.43,-15045.81,-0.656,banked (gap < cost),sideways/calm
parity,NIFTY,25000.0,2026-09-29,2026-08-26 09:23 IST,2026-08-26 09:23 IST,1,75,1840260.0,93.0,544.45,24536.8,93.0,544.45,0.00036,671.48,0.00671,654.3,665.55,13324.97,0.0,-665.55,-13324.97,-0.666,banked (gap < cost),sideways/calm
parity,NIFTY,25500.0,2026-09-29,2026-08-26 09:23 IST,2026-08-26 09:23 IST,1,75,1840260.0,23.25,971.9,24536.8,23.25,971.9,0.00036,655.11,0.01225,718.72,729.97,24167.91,0.0,-729.97,-24167.91,-0.73,banked (gap < cost),sideways/calm
parity,NIFTY,25200.0,2026-09-29,2026-08-26 09:24 IST,2026-08-26 09:24 IST,1,75,1840807.0,54.0,695.0,24544.1,54.0,695.0,0.00045,820.58,7e-05,676.52,687.77,806.64,0.0,-687.77,-806.64,-0.688,banked (gap < cost),sideways/calm
parity,BANKNIFTY,56900.0,2026-09-29,2026-08-26 09:26 IST,2026-08-26 09:26 IST,1,15,874350.0,1651.5,294.15,58290.0,1651.5,294.15,0.00042,363.89,0.01404,346.88,349.13,12977.23,0.0,-349.13,-12977.23,-0.349,banked (gap < cost),sideways/calm
parity,NIFTY,24000.0,2026-09-29,2026-08-26 09:26 IST,2026-08-26 09:26 IST,1,75,1840500.0,644.95,97.05,24540.0,644.95,97.05,0.00045,836.98,0.00944,673.73,684.98,18559.36,0.0,-684.98,-18559.36,-0.685,banked (gap < cost),sideways/calm
parity,NIFTY,24100.0,2026-09-29,2026-08-26 09:26 IST,2026-08-26 09:26 IST,1,75,1840500.0,565.2,117.1,24540.0,565.2,117.1,0.00044,806.71,0.00728,662.9,674.15,14423.16,0.0,-674.15,-14423.16,-0.674,banked (gap < cost),sideways/calm
parity,NIFTY,24200.0,2026-09-29,2026-08-26 09:26 IST,2026-08-26 09:26 IST,1,75,1840500.0,492.3,142.65,24540.0,492.3,142.65,0.00048,877.68,0.00499,653.7,664.95,10079.3,0.0,-664.95,-10079.3,-0.665,banked (gap < cost),sideways/calm
parity,NIFTY,24400.0,2026-09-29,2026-08-26 09:26 IST,2026-08-26 09:26 IST,1,75,1840500.0,355.9,205.75,24540.0,355.9,205.75,0.00045,824.63,0.00454,639.52,650.77,9189.0,0.0,-650.77,-9189.0,-0.651,banked (gap < cost),sideways/calm
parity,NIFTY,24500.0,2026-09-29,2026-08-26 09:26 IST,2026-08-26 09:26 IST,1,75,1840500.0,296.5,246.0,24540.0,296.5,246.0,0.00044,805.61,0.00703,635.9,647.15,13853.78,0.0,-647.15,-13853.78,-0.647,banked (gap < cost),sideways/calm
parity,NIFTY,24600.0,2026-09-29,2026-08-26 09:26 IST,2026-08-26 09:26 IST,1,75,1840500.0,242.8,292.85,24540.0,242.8,292.85,0.00039,719.09,0.00844,634.83,646.08,16504.7,0.0,-646.08,-16504.7,-0.646,banked (gap < cost),sideways/calm
parity,NIFTY,24700.0,2026-09-29,2026-08-26 09:26 IST,2026-08-26 09:26 IST,1,75,1840500.0,195.6,344.9,24540.0,195.6,344.9,0.0004,730.06,0.01266,635.54,646.79,24451.31,0.0,-646.79,-24451.31,-0.647,banked (gap < cost),sideways/calm
parity,NIFTY,24800.0,2026-09-29,2026-08-26 09:26 IST,2026-08-26 09:26 IST,1,75,1840500.0,155.2,404.05,24540.0,155.2,404.05,0.00039,718.54,0.01038,639.18,650.43,20177.74,0.0,-650.43,-20177.74,-0.65,banked (gap < cost),sideways/calm
parity,NIFTY,25000.0,2026-09-29,2026-08-26 09:26 IST,2026-08-26 09:26 IST,1,75,1840500.0,93.95,539.1,24540.0,93.95,539.1,0.00049,905.49,0.00621,653.79,665.04,12382.08,0.0,-665.04,-12382.08,-0.665,banked (gap < cost),sideways/calm
parity,NIFTY,25300.0,2026-09-29,2026-08-26 09:26 IST,2026-08-26 09:26 IST,1,75,1840500.0,40.35,779.75,24540.0,40.35,779.75,0.00065,1200.92,0.0,694.83,706.08,694.83,0.0,-706.08,-694.83,-0.706,banked (gap < cost),sideways/calm
parity,NIFTY,25400.0,2026-09-29,2026-08-26 09:26 IST,2026-08-26 09:26 IST,1,75,1840500.0,30.55,869.3,24540.0,30.55,869.3,0.00065,1204.4,0.0,705.81,717.06,705.81,0.0,-717.06,-705.81,-0.717,banked (gap < cost),sideways/calm
parity,NIFTY,25500.0,2026-09-29,2026-08-26 09:26 IST,2026-08-26 09:26 IST,1,75,1840500.0,23.35,967.25,24540.0,23.35,967.25,0.00042,772.87,0.00486,718.31,729.56,10020.6,0.0,-729.56,-10020.6,-0.73,banked (gap < cost),sideways/calm
parity,NIFTY,23500.0,2026-09-29,2026-08-26 09:27 IST,2026-08-26 09:27 IST,1,75,1840462.0,1080.05,37.5,24539.5,1080.05,37.5,0.00038,699.37,0.00619,736.83,748.08,12640.98,0.0,-748.08,-12640.98,-0.748,banked (gap < cost),sideways/calm
parity,NIFTY,23900.0,2026-09-29,2026-08-26 09:27 IST,2026-08-26 09:27 IST,1,75,1840462.0,722.0,79.4,24539.5,722.0,79.4,0.00028,522.03,0.00536,686.48,697.73,10875.26,0.0,-697.73,-10875.26,-0.698,banked (gap < cost),sideways/calm
parity,NIFTY,25100.0,2026-09-29,2026-08-26 09:27 IST,2026-08-26 09:27 IST,1,75,1840462.0,71.3,611.95,24539.5,71.3,611.95,0.00067,1234.99,0.0,663.56,674.81,663.56,0.0,-674.81,-663.56,-0.675,banked (gap < cost),sideways/calm
parity,BANKNIFTY,56500.0,2026-09-29,2026-08-26 09:28 IST,2026-08-26 09:28 IST,1,15,873609.0,1959.1,220.35,58240.6,1959.1,220.35,0.00015,129.83,0.02478,362.54,364.79,22836.78,0.0,-364.79,-22836.78,-0.365,banked (gap < cost),sideways/calm
parity,BANKNIFTY,56900.0,2026-09-29,2026-08-26 09:28 IST,2026-08-26 09:28 IST,1,15,873609.0,1615.6,294.25,58240.6,1615.6,294.25,0.00019,167.39,0.0005,352.59,354.84,800.33,0.0,-354.84,-800.33,-0.355,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57200.0,2026-09-29,2026-08-26 09:28 IST,2026-08-26 09:28 IST,1,15,873609.0,1407.0,365.9,58240.6,1407.0,365.9,0.00012,101.7,0.01549,347.01,349.26,14304.95,0.0,-349.26,-14304.95,-0.349,banked (gap < cost),sideways/calm
parity,BANKNIFTY,59500.0,2026-09-29,2026-08-26 09:28 IST,2026-08-26 09:28 IST,1,15,873609.0,255.2,1506.65,58240.6,255.2,1506.65,1e-05,5.19,0.02703,342.96,345.21,24654.93,0.0,-345.21,-24654.93,-0.345,banked (gap < cost),sideways/calm
