equation,underlying,strike,expiry,entry_ist,exit_ist,lots,lot_size,notional_rupees,entry_ce,entry_pe,future,exit_ce,exit_pe,entry_gap_frac,gap_rupees,cs_spread_frac,statutory_cost_rupees,floor_cost_rupees,upper_cost_rupees,gross_rupees,net_floor_rupees,net_upper_rupees,result_R_floor,exit_reason,regime
parity,NIFTY,24000.0,2026-09-29,2026-06-29 09:16 IST,2026-06-29 09:16 IST,1,75,1808625.0,874.05,421.55,24115.0,874.05,421.55,0.01407,25452.66,0.0,771.66,782.91,771.66,0.0,-782.91,-771.66,-0.783,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 09:19 IST,2026-06-29 09:19 IST,1,75,1807823.0,870.0,420.0,24104.3,870.0,420.0,0.01441,26054.56,0.00034,771.32,782.57,1424.7,0.0,-782.57,-1424.7,-0.783,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 09:22 IST,2026-06-29 09:22 IST,1,75,1808925.0,874.85,415.85,24119.0,874.85,415.85,0.01418,25645.03,0.0,772.78,784.03,772.78,0.0,-784.03,-772.78,-0.784,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 09:25 IST,2026-06-29 09:25 IST,1,75,1806368.0,864.0,429.6,24084.9,864.0,429.6,0.01457,26315.94,0.00482,771.34,782.59,9946.6,0.0,-782.59,-9946.6,-0.783,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 09:27 IST,2026-06-29 09:27 IST,1,75,1805857.0,195.0,1232.0,24078.1,195.0,1232.0,0.01503,27134.58,0.0,778.76,790.01,778.76,0.0,-790.01,-778.76,-0.79,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 09:28 IST,2026-06-29 09:28 IST,1,75,1806645.0,860.0,425.65,24088.6,860.0,425.65,0.01441,26039.26,2e-05,770.57,781.82,802.49,0.0,-781.82,-802.49,-0.782,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 09:33 IST,2026-06-29 09:33 IST,1,75,1804050.0,194.55,1242.1,24054.0,194.55,1242.1,0.01559,28121.43,0.0,780.45,791.7,780.45,0.0,-791.7,-780.45,-0.792,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 09:35 IST,2026-06-29 09:35 IST,1,75,1802325.0,831.85,452.75,24031.0,831.85,452.75,0.01451,26145.28,0.00038,771.28,782.53,1503.2,0.0,-782.53,-1503.2,-0.783,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 09:38 IST,2026-06-29 09:38 IST,1,75,1804500.0,846.15,443.0,24060.0,846.15,443.0,0.0143,25809.38,0.00471,769.58,780.83,9709.6,0.0,-780.83,-9709.6,-0.781,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 09:38 IST,2026-06-29 09:38 IST,1,75,1804500.0,193.25,1255.0,24060.0,193.25,1255.0,0.01475,26613.74,0.0,782.43,793.68,782.43,0.0,-793.68,-782.43,-0.794,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 09:41 IST,2026-06-29 09:41 IST,1,75,1806323.0,854.35,432.25,24084.3,854.35,432.25,0.01408,25437.68,0.0,770.23,781.48,770.23,0.0,-781.48,-770.23,-0.781,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 09:43 IST,2026-06-29 09:43 IST,1,75,1806975.0,863.1,427.5,24093.0,863.1,427.5,0.01428,25808.34,0.00596,770.48,781.73,12105.36,0.0,-781.73,-12105.36,-0.782,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 09:45 IST,2026-06-29 10:04 IST,1,75,1807350.0,862.25,428.95,24098.0,847.05,438.0,0.01398,25266.94,0.0025,771.45,782.7,5529.16,-426.67,-1209.37,-5955.83,-1.209,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 09:46 IST,2026-06-29 09:46 IST,1,75,1807118.0,193.1,1220.2,24094.9,193.1,1220.2,0.01474,26637.5,0.0,777.44,788.69,777.44,0.0,-788.69,-777.44,-0.789,gap widened (past the session band),bullish/normal
parity,BANKNIFTY,57000.0,2026-09-29,2026-06-29 10:01 IST,2026-06-29 10:01 IST,1,15,870972.0,3020.1,911.25,58064.8,3020.1,911.25,0.01828,15920.29,0.0,428.28,430.53,428.28,0.0,-430.53,-428.28,-0.431,gap widened (past the session band),bullish/normal
parity,BANKNIFTY,57000.0,2026-09-29,2026-06-29 10:03 IST,2026-06-29 10:03 IST,1,15,870645.0,3002.4,922.7,58043.0,3002.4,922.7,0.01815,15804.73,0.00595,427.73,429.98,5964.19,0.0,-429.98,-5964.19,-0.43,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 10:07 IST,2026-06-29 10:08 IST,1,75,1807425.0,860.0,428.0,24099.0,864.95,425.0,0.01388,25095.66,0.01108,768.3,779.55,21832.12,-963.11,-1742.66,-22795.23,-1.743,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 10:22 IST,2026-06-29 10:22 IST,1,75,1806870.0,195.0,1226.1,24091.6,195.0,1226.1,0.01471,26581.03,0.0045,779.04,790.29,9395.52,0.0,-790.29,-9395.52,-0.79,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 10:23 IST,2026-06-29 10:28 IST,1,75,1807875.0,867.1,426.0,24105.0,883.0,412.15,0.01401,25335.47,0.00022,770.73,781.98,1182.41,-180.61,-962.59,-1363.02,-0.963,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 10:34 IST,2026-06-29 10:34 IST,1,75,1809465.0,203.15,1190.0,24126.2,203.15,1190.0,0.01511,27346.98,0.00039,776.28,787.53,1523.17,0.0,-787.53,-1523.17,-0.788,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 10:37 IST,2026-06-29 10:37 IST,1,75,1808625.0,876.6,416.0,24115.0,876.6,416.0,0.01441,26060.16,0.0,773.21,784.46,773.21,0.0,-784.46,-773.21,-0.784,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 10:41 IST,2026-06-29 10:41 IST,1,75,1809150.0,881.6,417.05,24122.0,881.6,417.05,0.01428,25839.94,0.00134,772.96,784.21,3334.75,0.0,-784.21,-3334.75,-0.784,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 10:43 IST,2026-06-29 10:43 IST,1,75,1809600.0,883.6,414.5,24128.0,883.6,414.5,0.01422,25738.5,0.0,773.62,784.87,773.62,0.0,-784.87,-773.62,-0.785,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 10:45 IST,2026-06-29 10:46 IST,1,75,1809765.0,878.55,414.55,24130.2,879.25,417.75,0.01392,25193.74,0.00025,774.0,785.25,1250.2,-845.49,-1630.74,-2095.69,-1.631,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 10:51 IST,2026-06-29 10:51 IST,1,75,1806300.0,856.1,427.95,24084.0,856.1,427.95,0.01435,25913.62,0.00252,769.6,780.85,5575.23,0.0,-780.85,-5575.23,-0.781,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 10:53 IST,2026-06-29 10:53 IST,1,75,1804732.0,847.2,431.6,24063.1,847.2,431.6,0.01469,26514.43,0.0,768.82,780.07,768.82,0.0,-780.07,-768.82,-0.78,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 10:55 IST,2026-06-29 10:55 IST,1,75,1806135.0,189.0,1232.0,24081.8,189.0,1232.0,0.01462,26411.5,0.00496,775.85,787.1,10268.62,0.0,-787.1,-10268.62,-0.787,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 10:57 IST,2026-06-29 10:57 IST,1,75,1806225.0,853.2,430.85,24083.0,853.2,430.85,0.01415,25552.41,1e-05,769.31,780.56,779.06,0.0,-780.56,-779.06,-0.781,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 10:59 IST,2026-06-29 10:59 IST,1,75,1806360.0,855.2,427.6,24084.8,855.2,427.6,0.01429,25813.29,0.00235,769.98,781.23,5248.88,0.0,-781.23,-5248.88,-0.781,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:01 IST,2026-06-29 11:01 IST,1,75,1806900.0,857.75,427.8,24092.0,857.75,427.8,0.01409,25458.38,0.00791,768.3,779.55,15819.04,0.0,-779.55,-15819.04,-0.78,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:03 IST,2026-06-29 11:03 IST,1,75,1807500.0,863.8,420.65,24100.0,863.8,420.65,0.01431,25858.13,0.0,770.31,781.56,770.31,0.0,-781.56,-770.31,-0.782,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:03 IST,2026-06-29 11:03 IST,1,75,1807500.0,192.55,1218.0,24100.0,192.55,1218.0,0.0146,26384.99,0.00029,777.9,789.15,1326.83,0.0,-789.15,-1326.83,-0.789,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:05 IST,2026-06-29 11:05 IST,1,75,1807620.0,194.2,1210.0,24101.6,194.2,1210.0,0.01493,26990.72,0.0075,775.87,787.12,15127.86,0.0,-787.12,-15127.86,-0.787,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:06 IST,2026-06-29 11:07 IST,1,75,1807440.0,856.55,423.05,24099.2,863.8,419.45,0.01394,25193.46,0.00353,770.09,781.34,7488.08,-394.51,-1175.85,-7882.59,-1.176,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:07 IST,2026-06-29 11:07 IST,1,75,1807860.0,193.05,1211.6,24104.8,193.05,1211.6,0.01468,26548.29,0.0,776.8,788.05,776.8,0.0,-788.05,-776.8,-0.788,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:09 IST,2026-06-29 11:09 IST,1,75,1807762.0,192.4,1212.75,24103.5,192.4,1212.75,0.01466,26509.26,0.0,776.34,787.59,776.34,0.0,-787.59,-776.34,-0.788,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:10 IST,2026-06-29 11:10 IST,1,75,1808182.0,865.5,419.0,24109.1,865.5,419.0,0.01407,25438.0,0.00162,769.77,781.02,3845.53,0.0,-781.02,-3845.53,-0.781,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:11 IST,2026-06-29 11:11 IST,1,75,1807868.0,193.0,1208.0,24104.9,193.0,1208.0,0.01483,26807.18,0.00417,776.78,788.03,8762.07,0.0,-788.03,-8762.07,-0.788,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:14 IST,2026-06-29 11:14 IST,1,75,1807155.0,191.5,1219.75,24095.4,191.5,1219.75,0.01467,26514.36,0.0,777.17,788.42,777.17,0.0,-788.42,-777.17,-0.788,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:17 IST,2026-06-29 11:17 IST,1,75,1807800.0,191.2,1218.0,24104.0,191.2,1218.0,0.01438,25988.62,0.00319,776.86,788.11,6872.54,0.0,-788.11,-6872.54,-0.788,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:18 IST,2026-06-29 11:18 IST,1,75,1807560.0,862.65,422.3,24100.8,862.65,422.3,0.01416,25589.05,0.00332,770.0,781.25,7090.35,0.0,-781.25,-7090.35,-0.781,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:19 IST,2026-06-29 11:19 IST,1,75,1807425.0,191.0,1216.0,24099.0,191.0,1216.0,0.01466,26492.52,0.00086,776.44,787.69,2417.34,0.0,-787.69,-2417.34,-0.788,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:22 IST,2026-06-29 11:22 IST,1,75,1807140.0,859.0,424.4,24095.2,859.0,424.4,0.01415,25571.08,8e-05,769.06,780.31,927.81,0.0,-780.31,-927.81,-0.78,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:22 IST,2026-06-29 11:22 IST,1,75,1807140.0,190.15,1220.0,24095.2,190.15,1220.0,0.01461,26409.2,0.00758,775.82,787.07,15278.68,0.0,-787.07,-15278.68,-0.787,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:25 IST,2026-06-29 11:25 IST,1,75,1806660.0,856.85,424.4,24088.8,856.85,424.4,0.01433,25881.92,0.00239,769.14,780.39,5314.13,0.0,-780.39,-5314.13,-0.78,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:25 IST,2026-06-29 11:25 IST,1,75,1806660.0,189.2,1223.0,24088.8,189.2,1223.0,0.01472,26585.03,0.00033,777.32,788.57,1406.06,0.0,-788.57,-1406.06,-0.789,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:28 IST,2026-06-29 11:28 IST,1,75,1806277.0,188.25,1231.25,24083.7,188.25,1231.25,0.01454,26271.43,0.00375,777.13,788.38,7956.32,0.0,-788.38,-7956.32,-0.788,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:30 IST,2026-06-29 11:30 IST,1,75,1805850.0,856.1,429.35,24078.0,856.1,429.35,0.01454,26251.31,0.0,769.38,780.63,769.38,0.0,-780.63,-769.38,-0.781,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:30 IST,2026-06-29 11:30 IST,1,75,1805850.0,192.0,1237.3,24078.0,192.0,1237.3,0.01469,26519.43,1e-05,778.79,790.04,806.87,0.0,-790.04,-806.87,-0.79,gap widened (past the session band),bullish/normal
parity,BANKNIFTY,57000.0,2026-09-29,2026-06-29 11:32 IST,2026-06-29 11:32 IST,1,15,870465.0,3011.0,925.0,58031.0,3011.0,925.0,0.01847,16076.31,0.00033,426.69,428.94,729.1,0.0,-428.94,-729.1,-0.429,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:32 IST,2026-06-29 11:32 IST,1,75,1805077.0,850.55,435.95,24067.7,850.55,435.95,0.01446,26100.07,0.00039,769.58,780.83,1514.72,0.0,-780.83,-1514.72,-0.781,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:32 IST,2026-06-29 11:32 IST,1,75,1805077.0,189.05,1239.0,24067.7,189.05,1239.0,0.01492,26930.68,0.00217,779.01,790.26,4938.74,0.0,-790.26,-4938.74,-0.79,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:34 IST,2026-06-29 11:35 IST,1,75,1803375.0,827.0,444.65,24045.0,839.0,440.95,0.01406,25356.09,0.0,767.28,778.53,767.28,-803.15,-1581.68,-1570.43,-1.582,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:34 IST,2026-06-29 11:34 IST,1,75,1803375.0,185.0,1271.7,24045.0,185.0,1271.7,0.01433,25849.21,0.0,781.64,792.89,781.64,0.0,-792.89,-781.64,-0.793,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:37 IST,2026-06-29 11:37 IST,1,75,1804875.0,844.7,436.55,24065.0,844.7,436.55,0.0143,25815.47,0.00027,768.68,779.93,1282.6,0.0,-779.93,-1282.6,-0.78,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:38 IST,2026-06-29 11:38 IST,1,75,1804388.0,188.65,1254.0,24058.5,188.65,1254.0,0.01466,26454.41,0.0,780.72,791.97,780.72,0.0,-791.97,-780.72,-0.792,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:41 IST,2026-06-29 11:41 IST,1,75,1804500.0,842.85,440.0,24060.0,842.85,440.0,0.01429,25786.87,0.00465,768.58,779.83,9605.8,0.0,-779.83,-9605.8,-0.78,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:44 IST,2026-06-29 11:44 IST,1,75,1803375.0,838.65,443.3,24045.0,838.65,443.3,0.0146,26331.1,0.00019,769.02,780.27,1122.26,0.0,-780.27,-1122.26,-0.78,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:47 IST,2026-06-29 11:47 IST,1,75,1803750.0,836.95,445.15,24050.0,836.95,445.15,0.01425,25695.94,0.0,767.9,779.15,767.9,0.0,-779.15,-767.9,-0.779,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:47 IST,2026-06-29 11:47 IST,1,75,1803750.0,188.0,1256.5,24050.0,188.0,1256.5,0.01488,26845.3,0.00157,779.87,791.12,3783.25,0.0,-791.12,-3783.25,-0.791,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:51 IST,2026-06-29 11:51 IST,1,75,1802677.0,828.05,452.1,24035.7,828.05,452.1,0.01418,25562.32,0.00082,767.93,779.18,2323.26,0.0,-779.18,-2323.26,-0.779,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:53 IST,2026-06-29 11:53 IST,1,75,1802250.0,826.0,453.0,24030.0,826.0,453.0,0.01429,25761.56,0.00291,768.25,779.5,6288.68,0.0,-779.5,-6288.68,-0.779,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:55 IST,2026-06-29 11:55 IST,1,75,1802093.0,827.7,454.65,24027.9,827.7,454.65,0.01438,25920.23,0.00205,768.21,779.46,4651.58,0.0,-779.46,-4651.58,-0.779,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:55 IST,2026-06-29 11:55 IST,1,75,1802093.0,183.95,1286.95,24027.9,183.95,1286.95,0.01437,25888.34,0.00037,783.06,794.31,1497.92,0.0,-794.31,-1497.92,-0.794,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:57 IST,2026-06-29 11:57 IST,1,75,1802025.0,828.55,453.1,24027.0,828.55,453.1,0.01452,26166.66,0.00529,767.61,778.86,10802.0,0.0,-778.86,-10802.0,-0.779,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 11:58 IST,2026-06-29 11:58 IST,1,75,1802640.0,186.95,1272.5,24035.2,186.95,1272.5,0.01479,26658.57,0.00075,782.88,794.13,2212.39,0.0,-794.13,-2212.39,-0.794,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 11:59 IST,2026-06-29 11:59 IST,1,75,1802130.0,827.0,451.7,24028.4,827.0,451.7,0.01446,26052.08,0.0,768.01,779.26,768.01,0.0,-779.26,-768.01,-0.779,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 12:00 IST,2026-06-29 12:00 IST,1,75,1802243.0,185.85,1279.25,24029.9,185.85,1279.25,0.01468,26460.78,0.0048,782.39,793.64,9949.67,0.0,-793.64,-9949.67,-0.794,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 12:02 IST,2026-06-29 12:02 IST,1,75,1802610.0,185.9,1275.0,24034.8,185.9,1275.0,0.01466,26421.72,0.00135,782.21,793.46,3354.43,0.0,-793.46,-3354.43,-0.793,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 12:03 IST,2026-06-29 12:03 IST,1,75,1802062.0,827.5,452.95,24027.5,827.5,452.95,0.01446,26062.26,0.00161,768.35,779.6,3819.52,0.0,-779.6,-3819.52,-0.78,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 12:06 IST,2026-06-29 12:06 IST,1,75,1801890.0,826.45,454.5,24025.2,826.45,454.5,0.01445,26037.02,0.00079,768.29,779.54,2261.88,0.0,-779.54,-2261.88,-0.78,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 12:09 IST,2026-06-29 12:09 IST,1,75,1802625.0,187.0,1271.3,24035.0,187.0,1271.3,0.01485,26767.02,0.00027,783.08,794.33,1296.62,0.0,-794.33,-1296.62,-0.794,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 12:10 IST,2026-06-29 12:10 IST,1,75,1802460.0,830.25,450.95,24032.8,830.25,450.95,0.01444,26027.42,0.00213,767.85,779.1,4806.42,0.0,-779.1,-4806.42,-0.779,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 12:11 IST,2026-06-29 12:11 IST,1,75,1802235.0,185.6,1280.95,24029.8,185.6,1280.95,0.01461,26321.88,0.00038,782.14,793.39,1517.97,0.0,-793.39,-1517.97,-0.793,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 12:12 IST,2026-06-29 12:12 IST,1,75,1800938.0,817.6,460.5,24012.5,817.6,460.5,0.01436,25860.23,0.0015,768.02,779.27,3613.33,0.0,-779.27,-3613.33,-0.779,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 12:13 IST,2026-06-29 12:13 IST,1,75,1801350.0,185.0,1288.15,24018.0,185.0,1288.15,0.01477,26607.55,0.0,784.04,795.29,784.04,0.0,-795.29,-784.04,-0.795,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 12:14 IST,2026-06-29 12:14 IST,1,75,1800712.0,823.4,458.9,24009.5,823.4,458.9,0.01479,26636.58,0.00174,767.57,778.82,4072.13,0.0,-778.82,-4072.13,-0.779,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 12:18 IST,2026-06-29 12:18 IST,1,75,1799625.0,183.75,1293.0,23995.0,183.75,1293.0,0.01547,27847.02,0.00388,783.61,794.86,8197.12,0.0,-794.86,-8197.12,-0.795,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 12:20 IST,2026-06-29 12:20 IST,1,75,1800143.0,183.65,1300.45,24001.9,183.65,1300.45,0.01487,26771.66,0.00018,784.54,795.79,1119.68,0.0,-795.79,-1119.68,-0.796,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 12:22 IST,2026-06-29 12:22 IST,1,75,1799625.0,182.6,1296.9,23995.0,182.6,1296.9,0.01526,27468.27,0.00752,783.88,795.13,15145.12,0.0,-795.13,-15145.12,-0.795,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 12:23 IST,2026-06-29 12:23 IST,1,75,1800225.0,815.0,463.0,24003.0,815.0,463.0,0.01454,26178.66,0.00587,767.47,778.72,11891.89,0.0,-778.72,-11891.89,-0.779,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 12:27 IST,2026-06-29 12:27 IST,1,75,1800398.0,817.8,463.75,24005.3,817.8,463.75,0.01453,26162.65,0.00058,767.19,778.44,1870.27,0.0,-778.44,-1870.27,-0.778,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 12:27 IST,2026-06-29 12:27 IST,1,75,1800398.0,184.0,1294.95,24005.3,184.0,1294.95,0.01497,26959.52,0.00143,784.1,795.35,3514.34,0.0,-795.35,-3514.34,-0.795,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 12:29 IST,2026-06-29 12:29 IST,1,75,1799250.0,810.65,467.75,23990.0,810.65,467.75,0.0147,26455.31,0.00149,767.35,778.6,3600.75,0.0,-778.6,-3600.75,-0.779,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 12:29 IST,2026-06-29 12:29 IST,1,75,1799250.0,181.55,1301.2,23990.0,181.55,1301.2,0.01525,27435.93,0.00399,783.47,794.72,8399.83,0.0,-794.72,-8399.83,-0.795,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 12:31 IST,2026-06-29 12:31 IST,1,75,1798275.0,805.0,473.05,23977.0,805.0,473.05,0.01479,26593.22,0.00206,766.69,777.94,4662.89,0.0,-777.94,-4662.89,-0.778,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 12:32 IST,2026-06-29 12:32 IST,1,75,1796993.0,176.05,1325.35,23959.9,176.05,1325.35,0.01527,27432.97,0.00459,784.31,795.56,9542.1,0.0,-795.56,-9542.1,-0.796,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 12:33 IST,2026-06-29 12:33 IST,1,75,1796850.0,789.15,483.75,23958.0,789.15,483.75,0.01447,26003.81,0.0,765.31,776.56,765.31,0.0,-776.56,-765.31,-0.777,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 12:35 IST,2026-06-29 12:35 IST,1,75,1797638.0,797.95,479.85,23968.5,797.95,479.85,0.01456,26181.61,0.00016,765.75,777.0,1070.46,0.0,-777.0,-1070.46,-0.777,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 12:37 IST,2026-06-29 12:37 IST,1,75,1797075.0,794.95,481.5,23961.0,794.95,481.5,0.01468,26386.22,0.00214,766.33,777.58,4825.5,0.0,-777.58,-4825.5,-0.778,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 12:38 IST,2026-06-29 12:38 IST,1,75,1796512.0,176.05,1333.0,23953.5,176.05,1333.0,0.01521,27331.44,0.0,786.48,797.73,786.48,0.0,-797.73,-786.48,-0.798,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 12:40 IST,2026-06-29 12:40 IST,1,75,1796250.0,790.0,486.1,23950.0,790.0,486.1,0.01474,26481.56,0.0,766.09,777.34,766.09,0.0,-777.34,-766.09,-0.777,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 12:41 IST,2026-06-29 12:41 IST,1,75,1796123.0,175.7,1333.9,23948.3,175.7,1333.9,0.01538,27621.3,0.00341,787.32,798.57,7308.24,0.0,-798.57,-7308.24,-0.799,gap widened (past the session band),bullish/normal
parity,NIFTY,24000.0,2026-09-29,2026-06-29 12:42 IST,2026-06-29 12:42 IST,1,75,1796775.0,793.3,485.5,23957.0,793.3,485.5,0.01461,26257.59,0.00409,765.54,776.79,8499.9,0.0,-776.79,-8499.9,-0.777,gap widened (past the session band),bullish/normal
parity,NIFTY,25500.0,2026-09-29,2026-06-29 12:46 IST,2026-06-29 12:46 IST,1,75,1798110.0,179.15,1321.5,23974.8,179.15,1321.5,0.01494,26854.85,0.0,786.64,797.89,786.64,0.0,-797.89,-786.64,-0.798,gap widened (past the session band),bullish/normal
