source,date,time,stock,symbol,engine,sentence,direction,template,entry,stop,target,exit,exit_reason,result_R,result_rupees,status
BACKTEST,2026-06-24,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,168.51,174.74,159.16,174.74,stop,-1.0541,-1054.07,closed
BACKTEST,2026-07-01,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,173.36,179.4,164.29,164.29,target,1.4426,1442.63,closed
BACKTEST,2026-07-10,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,168.08,173.6,159.8,159.8,target,1.4391,1439.08,closed
BACKTEST,2026-07-27,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,162.9,167.51,155.99,167.51,stop,-1.0707,-1070.68,closed
BACKTEST,2026-07-31,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,169.66,174.76,162.01,174.76,stop,-1.0665,-1066.49,closed
BACKTEST,2026-08-07,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,176.6,181.56,169.16,169.16,target,1.4288,1428.78,closed
BACKTEST,2026-08-12,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,172.69,177.88,164.91,164.91,target,1.4334,1433.44,closed
BACKTEST,2026-08-18,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,173.5,179.34,164.74,179.34,stop,-1.0594,-1059.42,closed
BACKTEST,2026-08-26,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,185.95,191.65,177.4,191.65,stop,-1.0652,-1065.25,closed
BACKTEST,2026-08-31,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,198.1,204.75,188.12,188.12,target,1.4405,1440.46,closed
BACKTEST,2026-09-09,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,185.98,192.83,175.7,179.52,time,0.8887,888.75,closed
BACKTEST,2026-06-02,,1152769,MPHASIS,E1,"MPHASIS, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2262.5,2335.08,2153.64,2153.64,target,1.4377,1437.65,closed
BACKTEST,2026-06-23,,1152769,MPHASIS,E1,"MPHASIS, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2224.4,2297.65,2114.53,2114.53,target,1.4393,1439.26,closed
BACKTEST,2026-07-02,,1152769,MPHASIS,E1,"MPHASIS, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2102.3,2171.57,1998.39,2171.57,stop,-1.0607,-1060.7,closed
BACKTEST,2026-07-07,,1152769,MPHASIS,E1,"MPHASIS, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2267.2,2338.74,2159.89,2338.74,stop,-1.0634,-1063.38,closed
BACKTEST,2026-07-14,,1152769,MPHASIS,E1,"MPHASIS, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2400.0,2478.82,2281.77,2281.77,target,1.4391,1439.1,closed
BACKTEST,2026-07-24,,1152769,MPHASIS,E1,"MPHASIS, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2247.0,2322.18,2134.23,2322.18,stop,-1.0598,-1059.78,closed
BACKTEST,2026-07-29,,1152769,MPHASIS,E1,"MPHASIS, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2455.0,2538.82,2329.27,2329.27,target,1.4414,1441.42,closed
BACKTEST,2026-08-04,,1152769,MPHASIS,E1,"MPHASIS, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2429.4,2519.34,2294.49,2519.34,stop,-1.054,-1054.02,closed
BACKTEST,2026-08-13,,1152769,MPHASIS,E1,"MPHASIS, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2526.1,2606.32,2405.76,2405.76,target,1.437,1437.02,closed
BACKTEST,2026-08-21,,1152769,MPHASIS,E1,"MPHASIS, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2432.0,2507.1,2319.36,2507.1,stop,-1.0648,-1064.77,closed
BACKTEST,2026-09-03,,1152769,MPHASIS,E1,"MPHASIS, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2481.2,2553.13,2373.31,2373.31,target,1.431,1431.01,closed
BACKTEST,2026-09-09,,1152769,MPHASIS,E1,"MPHASIS, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2325.7,2396.01,2220.23,2295.0,time,0.3705,370.48,closed
BACKTEST,2026-01-12,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1085.0,1108.57,1049.65,1049.65,target,1.4079,1407.93,closed
BACKTEST,2026-01-16,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1095.0,1123.22,1052.67,1052.67,target,1.4224,1422.39,closed
BACKTEST,2026-01-21,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1033.6,1063.06,989.41,989.41,target,1.4298,1429.84,closed
BACKTEST,2026-01-27,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1030.0,1063.44,979.85,979.85,target,1.4384,1438.39,closed
BACKTEST,2026-02-01,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,970.0,1004.32,918.52,918.52,target,1.4435,1443.48,closed
BACKTEST,2026-02-04,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,980.0,1017.93,923.1,1017.93,stop,-1.0517,-1051.67,closed
BACKTEST,2026-02-16,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1014.5,1050.43,960.6,1050.43,stop,-1.0565,-1056.46,closed
BACKTEST,2026-02-27,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1088.4,1120.87,1039.69,1039.69,target,1.433,1432.96,closed
BACKTEST,2026-03-05,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1037.0,1071.32,985.52,985.52,target,1.4396,1439.56,closed
BACKTEST,2026-03-11,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1043.7,1078.61,991.34,991.34,target,1.4402,1440.2,closed
BACKTEST,2026-03-17,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,962.9,1002.45,903.57,1002.45,stop,-1.0487,-1048.69,closed
BACKTEST,2026-03-30,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1001.0,1037.49,946.27,1037.49,stop,-1.0549,-1054.87,closed
BACKTEST,2026-04-06,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1042.9,1080.99,985.76,1080.99,stop,-1.0548,-1054.76,closed
BACKTEST,2026-04-10,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1091.1,1127.39,1036.66,1127.39,stop,-1.0601,-1060.13,closed
BACKTEST,2026-04-20,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1135.75,1168.97,1085.92,1085.92,target,1.4316,1431.63,closed
BACKTEST,2026-04-30,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1086.3,1118.89,1037.41,1118.89,stop,-1.0667,-1066.66,closed
BACKTEST,2026-05-06,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1174.0,1208.02,1122.96,1208.02,stop,-1.069,-1069.01,closed
BACKTEST,2026-05-11,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1232.5,1267.44,1180.09,1267.44,stop,-1.0706,-1070.55,closed
BACKTEST,2026-05-14,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1291.5,1328.11,1236.58,1328.11,stop,-1.0705,-1070.55,closed
BACKTEST,2026-05-20,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1339.0,1373.73,1286.91,1373.73,stop,-1.0771,-1077.12,closed
BACKTEST,2026-05-25,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1345.0,1378.3,1295.04,1378.3,stop,-1.0808,-1080.77,closed
BACKTEST,2026-06-01,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1372.4,1404.15,1324.78,1404.15,stop,-1.0865,-1086.46,closed
BACKTEST,2026-06-08,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1432.0,1463.67,1384.49,1384.49,target,1.4096,1409.58,closed
BACKTEST,2026-06-12,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1408.0,1443.06,1355.4,1355.4,target,1.4197,1419.69,closed
BACKTEST,2026-06-18,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1372.0,1408.63,1317.06,1408.63,stop,-1.0749,-1074.91,closed
BACKTEST,2026-06-23,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1443.4,1480.62,1387.57,1480.62,stop,-1.0776,-1077.56,closed
BACKTEST,2026-06-29,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1450.0,1488.14,1392.79,1488.14,stop,-1.076,-1076.03,closed
BACKTEST,2026-07-02,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1495.2,1536.81,1432.79,1536.81,stop,-1.0719,-1071.87,closed
BACKTEST,2026-07-07,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1529.0,1570.56,1466.66,1466.66,target,1.4264,1426.43,closed
BACKTEST,2026-07-10,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1517.0,1561.96,1449.56,1561.96,stop,-1.0675,-1067.48,closed
BACKTEST,2026-07-15,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1565.8,1608.89,1501.16,1608.89,stop,-1.0727,-1072.67,closed
BACKTEST,2026-07-28,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1713.0,1759.19,1643.71,1759.19,stop,-1.0742,-1074.17,closed
BACKTEST,2026-07-31,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1785.0,1830.05,1717.43,1830.05,stop,-1.0792,-1079.25,closed
BACKTEST,2026-08-05,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1854.0,1898.52,1787.22,1787.22,target,1.4167,1416.71,closed
BACKTEST,2026-08-18,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1810.0,1851.46,1747.81,1851.46,stop,-1.0873,-1087.31,closed
BACKTEST,2026-08-27,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1891.3,1931.49,1831.01,1931.49,stop,-1.0941,-1094.11,closed
BACKTEST,2026-09-01,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1888.9,1933.19,1822.46,1822.46,target,1.4147,1414.7,closed
BACKTEST,2026-09-04,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1855.0,1899.22,1788.67,1899.22,stop,-1.0839,-1083.9,closed
BACKTEST,2026-09-10,,4923905,LAURUSLABS,E1,"LAURUSLABS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1932.6,1978.68,1863.48,1978.68,stop,-1.0839,-1083.88,closed
BACKTEST,2026-01-12,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,6000.0,6113.4,5829.9,6113.4,stop,-1.1058,-1105.82,closed
BACKTEST,2026-01-20,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,6245.5,6377.75,6047.13,6047.13,target,1.4055,1405.55,closed
BACKTEST,2026-01-23,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,5960.0,6121.32,5718.02,6121.32,stop,-1.0739,-1073.89,closed
BACKTEST,2026-02-03,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,6200.0,6357.01,5964.49,5964.49,target,1.421,1421.02,closed
BACKTEST,2026-02-06,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,5650.0,5834.3,5373.55,5373.55,target,1.4387,1438.69,closed
BACKTEST,2026-02-16,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,5100.0,5285.35,4821.97,4821.97,target,1.445,1444.97,closed
BACKTEST,2026-02-25,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4524.0,4708.97,4246.55,4246.55,target,1.4511,1451.08,closed
BACKTEST,2026-03-23,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4236.0,4399.73,3990.41,4399.73,stop,-1.0517,-1051.74,closed
BACKTEST,2026-04-09,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4523.0,4694.07,4266.4,4694.07,stop,-1.0529,-1052.88,closed
BACKTEST,2026-04-20,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4753.6,4916.57,4509.15,4509.15,target,1.4417,1441.66,closed
BACKTEST,2026-04-27,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4282.4,4446.54,4036.19,4036.19,target,1.4478,1447.82,closed
BACKTEST,2026-05-20,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4254.8,4399.85,4037.23,4037.23,target,1.4413,1441.33,closed
BACKTEST,2026-06-02,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4222.6,4362.98,4012.03,4012.03,target,1.4398,1439.84,closed
BACKTEST,2026-06-05,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4119.0,4272.82,3888.27,3888.27,target,1.4464,1446.44,closed
BACKTEST,2026-06-17,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4045.0,4175.03,3849.96,3849.96,target,1.4378,1437.78,closed
BACKTEST,2026-07-14,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4128.4,4267.4,3919.9,3919.9,target,1.4406,1440.6,closed
BACKTEST,2026-07-27,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4119.5,4244.85,3931.48,4244.85,stop,-1.0657,-1065.73,closed
BACKTEST,2026-07-30,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4422.8,4557.27,4221.1,4557.27,stop,-1.0658,-1065.78,closed
BACKTEST,2026-08-05,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4589.0,4738.76,4364.36,4738.76,stop,-1.0613,-1061.29,closed
BACKTEST,2026-08-12,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4850.0,4991.12,4638.32,4638.32,target,1.4313,1431.27,closed
BACKTEST,2026-08-19,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4599.6,4732.33,4400.5,4400.5,target,1.4307,1430.69,closed
BACKTEST,2026-09-11,,4561409,LTM,E1,"LTM, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,4300.0,4426.72,4109.92,4312.0,time,-0.1626,-162.56,closed
BACKTEST,2026-01-12,,4574465,JSWENERGY,E1,"JSWENERGY, daily: when VWAP is in its high 60–80% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,490.0,502.55,471.18,502.55,stop,-1.0781,-1078.11,closed
BACKTEST,2026-01-20,,4574465,JSWENERGY,E1,"JSWENERGY, daily: when VWAP is in its high 60–80% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,486.35,499.51,466.61,466.61,target,1.4261,1426.09,closed
BACKTEST,2026-01-30,,4574465,JSWENERGY,E1,"JSWENERGY, daily: when VWAP is in its high 60–80% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,458.8,474.95,434.57,474.95,stop,-1.0568,-1056.81,closed
BACKTEST,2026-02-05,,4574465,JSWENERGY,E1,"JSWENERGY, daily: when VWAP is in its high 60–80% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,468.85,485.48,443.9,485.48,stop,-1.0564,-1056.37,closed
BACKTEST,2026-02-18,,4574465,JSWENERGY,E1,"JSWENERGY, daily: when VWAP is in its high 60–80% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,487.0,500.75,466.38,500.75,stop,-1.0708,-1070.84,closed
BACKTEST,2026-03-02,,4574465,JSWENERGY,E1,"JSWENERGY, daily: when VWAP is in its high 60–80% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,468.0,481.71,447.44,481.71,stop,-1.0683,-1068.28,closed
BACKTEST,2026-03-09,,4574465,JSWENERGY,E1,"JSWENERGY, daily: when VWAP is in its high 60–80% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,475.5,490.67,452.74,490.67,stop,-1.0627,-1062.69,closed
BACKTEST,2026-03-12,,4574465,JSWENERGY,E1,"JSWENERGY, daily: when VWAP is in its high 60–80% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,484.0,499.38,460.93,499.38,stop,-1.0629,-1062.94,closed
BACKTEST,2026-03-17,,4574465,JSWENERGY,E1,"JSWENERGY, daily: when VWAP is in its high 60–80% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,505.15,523.09,478.24,523.09,stop,-1.0563,-1056.32,closed
BACKTEST,2026-03-24,,4574465,JSWENERGY,E1,"JSWENERGY, daily: when VWAP is in its high 60–80% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,491.5,509.05,465.17,509.05,stop,-1.056,-1056.0,closed
BACKTEST,2026-04-16,,4574465,JSWENERGY,E1,"JSWENERGY, daily: when VWAP is in its high 60–80% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,533.9,553.07,505.15,553.07,stop,-1.0557,-1055.71,closed
BACKTEST,2026-05-13,,4574465,JSWENERGY,E1,"JSWENERGY, daily: when VWAP is in its high 60–80% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,517.95,537.73,488.28,537.73,stop,-1.0524,-1052.37,closed
BACKTEST,2026-09-01,,4574465,JSWENERGY,E1,"JSWENERGY, daily: when VWAP is in its high 60–80% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,524.0,535.46,506.81,535.46,stop,-1.0914,-1091.45,closed
BACKTEST,2026-09-09,,4574465,JSWENERGY,E1,"JSWENERGY, daily: when VWAP is in its high 60–80% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,526.5,538.64,508.29,524.8,time,0.0533,53.28,closed
