source,date,time,stock,symbol,engine,sentence,direction,template,entry,stop,target,exit,exit_reason,result_R,result_rupees,status
BACKTEST,2026-06-24,,175361,CHOLAFIN,E1,"CHOLAFIN, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1723.0,1770.37,1651.94,1770.37,stop,-1.0727,-1072.74,closed
BACKTEST,2026-06-30,,175361,CHOLAFIN,E1,"CHOLAFIN, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1782.7,1832.45,1708.07,1832.45,stop,-1.0717,-1071.66,closed
BACKTEST,2026-07-08,,175361,CHOLAFIN,E1,"CHOLAFIN, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1839.5,1885.71,1770.18,1770.18,target,1.4204,1420.39,closed
BACKTEST,2026-07-13,,175361,CHOLAFIN,E1,"CHOLAFIN, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1799.0,1846.56,1727.66,1727.66,target,1.4243,1424.35,closed
BACKTEST,2026-07-24,,175361,CHOLAFIN,E1,"CHOLAFIN, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1702.0,1745.41,1636.89,1745.41,stop,-1.0784,-1078.42,closed
BACKTEST,2026-07-29,,175361,CHOLAFIN,E1,"CHOLAFIN, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1805.0,1858.78,1724.33,1858.78,stop,-1.0671,-1067.13,closed
BACKTEST,2026-08-04,,175361,CHOLAFIN,E1,"CHOLAFIN, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1888.2,1946.11,1801.34,1946.11,stop,-1.0652,-1065.21,closed
BACKTEST,2026-08-10,,175361,CHOLAFIN,E1,"CHOLAFIN, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1875.9,1933.95,1788.82,1788.82,target,1.4354,1435.37,closed
BACKTEST,2026-09-04,,175361,CHOLAFIN,E1,"CHOLAFIN, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1841.0,1884.84,1775.24,1843.1,time,-0.1319,-131.88,closed
BACKTEST,2026-01-12,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1889.9,1929.31,1830.78,1929.31,stop,-1.0959,-1095.9,closed
BACKTEST,2026-01-19,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1940.7,1981.47,1879.55,1879.55,target,1.4048,1404.79,closed
BACKTEST,2026-01-23,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2000.0,2047.23,1929.15,2047.23,stop,-1.0847,-1084.69,closed
BACKTEST,2026-01-29,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2095.0,2147.59,2016.12,2147.59,stop,-1.0797,-1079.68,closed
BACKTEST,2026-02-05,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2181.0,2240.48,2091.78,2240.48,stop,-1.0733,-1073.33,closed
BACKTEST,2026-02-11,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2238.0,2292.8,2155.8,2292.8,stop,-1.0817,-1081.68,closed
BACKTEST,2026-02-16,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2245.9,2298.38,2167.18,2167.18,target,1.4144,1414.41,closed
BACKTEST,2026-03-06,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2160.0,2215.31,2077.04,2077.04,target,1.4219,1421.89,closed
BACKTEST,2026-03-11,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2109.9,2169.94,2019.83,2019.83,target,1.4297,1429.72,closed
BACKTEST,2026-03-16,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1921.6,1991.44,1816.85,1991.44,stop,-1.055,-1055.03,closed
BACKTEST,2026-03-20,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1948.0,2020.66,1839.01,2020.66,stop,-1.0536,-1053.62,closed
BACKTEST,2026-03-30,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1970.0,2040.21,1864.69,1864.69,target,1.4439,1443.88,closed
BACKTEST,2026-04-07,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1912.0,1985.59,1801.62,1985.59,stop,-1.052,-1051.97,closed
BACKTEST,2026-04-10,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2049.7,2126.07,1935.14,2126.07,stop,-1.0537,-1053.68,closed
BACKTEST,2026-04-22,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2115.2,2188.67,2004.99,2004.99,target,1.4424,1442.42,closed
BACKTEST,2026-04-28,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2008.3,2079.39,1901.67,1901.67,target,1.4435,1443.5,closed
BACKTEST,2026-05-05,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1882.6,1953.04,1776.94,1953.04,stop,-1.0535,-1053.45,closed
BACKTEST,2026-05-11,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1954.0,2020.94,1853.6,1853.6,target,1.4416,1441.62,closed
BACKTEST,2026-05-18,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1889.0,1951.76,1794.86,1794.86,target,1.4398,1439.8,closed
BACKTEST,2026-06-03,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1769.2,1827.6,1681.59,1827.6,stop,-1.0606,-1060.58,closed
BACKTEST,2026-06-09,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1816.0,1871.93,1732.1,1871.93,stop,-1.0649,-1064.93,closed
BACKTEST,2026-06-23,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1854.5,1899.91,1786.39,1786.39,target,1.4183,1418.32,closed
BACKTEST,2026-07-01,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1799.0,1841.18,1735.73,1841.18,stop,-1.0853,-1085.3,closed
BACKTEST,2026-07-14,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1823.9,1865.09,1762.11,1865.09,stop,-1.0886,-1088.55,closed
BACKTEST,2026-07-31,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1908.0,1943.94,1854.08,1943.94,stop,-1.1062,-1106.16,closed
BACKTEST,2026-08-05,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1945.0,1994.4,1870.9,1994.4,stop,-1.0787,-1078.74,closed
BACKTEST,2026-08-10,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1974.9,2023.23,1902.41,2023.23,stop,-1.0817,-1081.73,closed
BACKTEST,2026-08-13,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1990.9,2037.7,1920.7,2037.7,stop,-1.0851,-1085.08,closed
BACKTEST,2026-08-18,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2082.0,2131.48,2007.78,2131.48,stop,-1.0842,-1084.15,closed
BACKTEST,2026-08-24,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2149.8,2196.13,2080.31,2196.13,stop,-1.0928,-1092.8,closed
BACKTEST,2026-08-31,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2260.0,2310.34,2184.5,2184.5,target,1.4102,1410.2,closed
BACKTEST,2026-09-07,,6599681,APLAPOLLO,E1,"APLAPOLLO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2250.0,2308.89,2161.67,2161.67,target,1.4236,1423.59,closed
BACKTEST,2026-01-12,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,435.0,446.58,417.63,417.63,target,1.4249,1424.88,closed
BACKTEST,2026-01-22,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,417.0,429.18,398.74,429.18,stop,-1.0685,-1068.5,closed
BACKTEST,2026-02-01,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,443.95,456.43,425.23,425.23,target,1.4288,1428.84,closed
BACKTEST,2026-02-04,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,439.2,453.47,417.79,453.47,stop,-1.0615,-1061.54,closed
BACKTEST,2026-02-11,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,461.0,474.69,440.47,474.69,stop,-1.0674,-1067.37,closed
BACKTEST,2026-02-16,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,466.6,479.82,446.77,479.82,stop,-1.0706,-1070.59,closed
BACKTEST,2026-02-20,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,470.1,482.81,451.03,451.03,target,1.426,1426.03,closed
BACKTEST,2026-03-05,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,444.6,457.56,425.16,457.56,stop,-1.0686,-1068.62,closed
BACKTEST,2026-03-10,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,442.05,454.92,422.75,422.75,target,1.4313,1431.29,closed
BACKTEST,2026-03-17,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,429.45,442.58,409.76,442.58,stop,-1.0654,-1065.42,closed
BACKTEST,2026-03-20,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,429.65,442.73,410.03,410.03,target,1.4343,1434.31,closed
BACKTEST,2026-04-07,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,422.0,436.02,400.96,436.02,stop,-1.0602,-1060.18,closed
BACKTEST,2026-04-10,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,438.0,451.68,417.49,417.49,target,1.4359,1435.94,closed
BACKTEST,2026-04-20,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,412.5,425.75,392.62,392.62,target,1.4377,1437.74,closed
BACKTEST,2026-05-06,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,406.15,418.96,386.93,418.96,stop,-1.0634,-1063.41,closed
BACKTEST,2026-05-18,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,425.0,437.96,405.57,437.96,stop,-1.0656,-1065.61,closed
BACKTEST,2026-05-21,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,431.0,443.44,412.34,443.44,stop,-1.0693,-1069.29,closed
BACKTEST,2026-06-02,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,429.2,441.52,410.72,410.72,target,1.4303,1430.31,closed
BACKTEST,2026-06-12,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,417.0,427.95,400.57,400.57,target,1.4238,1423.84,closed
BACKTEST,2026-06-25,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,399.8,409.76,384.86,384.86,target,1.4197,1419.73,closed
BACKTEST,2026-07-03,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,385.25,395.61,369.72,395.61,stop,-1.0744,-1074.4,closed
BACKTEST,2026-07-10,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,401.15,411.9,385.03,385.03,target,1.4253,1425.34,closed
BACKTEST,2026-07-23,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,378.95,389.32,363.4,363.4,target,1.4269,1426.89,closed
BACKTEST,2026-08-13,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,383.4,393.85,367.72,367.72,target,1.4266,1426.64,closed
BACKTEST,2026-08-26,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,389.4,398.66,375.52,375.52,target,1.4159,1415.85,closed
BACKTEST,2026-08-31,,7458561,INDUSTOWER,E1,"INDUSTOWER, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,380.0,389.24,366.14,389.24,stop,-1.0822,-1082.24,closed
BACKTEST,2026-01-12,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,521.75,534.88,502.06,502.06,target,1.4205,1420.5,closed
BACKTEST,2026-01-23,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,505.0,517.66,486.01,486.01,target,1.4202,1420.23,closed
BACKTEST,2026-02-01,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,499.95,512.98,480.41,512.98,stop,-1.0767,-1076.74,closed
BACKTEST,2026-02-05,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,516.0,530.26,494.61,530.26,stop,-1.0724,-1072.36,closed
BACKTEST,2026-02-10,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,548.0,562.68,525.97,562.68,stop,-1.0746,-1074.64,closed
BACKTEST,2026-02-13,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,540.75,556.5,517.13,517.13,target,1.4313,1431.31,closed
BACKTEST,2026-03-02,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,500.0,515.5,476.76,476.76,target,1.4355,1435.46,closed
BACKTEST,2026-07-07,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,439.2,451.55,420.67,451.55,stop,-1.0711,-1071.12,closed
BACKTEST,2026-07-10,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,434.15,448.64,412.41,412.41,target,1.4401,1440.09,closed
BACKTEST,2026-07-27,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,420.8,432.86,402.72,432.86,stop,-1.0698,-1069.81,closed
BACKTEST,2026-07-30,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,440.0,451.4,422.9,451.4,stop,-1.0772,-1077.19,closed
BACKTEST,2026-08-05,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,470.8,483.25,452.12,483.25,stop,-1.0756,-1075.63,closed
BACKTEST,2026-08-11,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,495.0,509.4,473.4,473.4,target,1.4312,1431.24,closed
BACKTEST,2026-08-17,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,504.2,520.44,479.83,520.44,stop,-1.0621,-1062.08,closed
BACKTEST,2026-08-28,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,502.25,517.29,479.69,479.69,target,1.4332,1433.21,closed
BACKTEST,2026-09-04,,4632577,JUBLFOOD,E1,"JUBLFOOD, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,482.9,496.63,462.31,470.0,time,0.8692,869.22,closed
BACKTEST,2026-01-12,,4268801,BAJAJFINSV,E1,"BAJAJFINSV, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1992.0,2026.01,1940.99,2026.01,stop,-1.1172,-1117.15,closed
BACKTEST,2026-01-20,,4268801,BAJAJFINSV,E1,"BAJAJFINSV, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2017.0,2049.64,1968.04,1968.04,target,1.3764,1376.41,closed
BACKTEST,2026-01-23,,4268801,BAJAJFINSV,E1,"BAJAJFINSV, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1993.1,2028.25,1940.38,1940.38,target,1.3866,1386.58,closed
BACKTEST,2026-01-29,,4268801,BAJAJFINSV,E1,"BAJAJFINSV, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1927.0,1964.63,1870.56,1964.63,stop,-1.1024,-1102.42,closed
BACKTEST,2026-02-05,,4268801,BAJAJFINSV,E1,"BAJAJFINSV, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2008.1,2053.19,1940.46,2053.19,stop,-1.0891,-1089.07,closed
BACKTEST,2026-02-18,,4268801,BAJAJFINSV,E1,"BAJAJFINSV, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2040.0,2075.52,1986.72,1986.72,target,1.3851,1385.14,closed
BACKTEST,2026-03-04,,4268801,BAJAJFINSV,E1,"BAJAJFINSV, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1909.4,1947.48,1852.28,1852.28,target,1.3997,1399.72,closed
BACKTEST,2026-03-11,,4268801,BAJAJFINSV,E1,"BAJAJFINSV, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1861.0,1903.42,1797.37,1797.37,target,1.4123,1412.26,closed
BACKTEST,2026-07-06,,4268801,BAJAJFINSV,E1,"BAJAJFINSV, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1885.1,1927.57,1821.39,1927.57,stop,-1.0888,-1088.77,closed
BACKTEST,2026-07-30,,4268801,BAJAJFINSV,E1,"BAJAJFINSV, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1918.3,1957.61,1859.34,1957.61,stop,-1.0976,-1097.61,closed
BACKTEST,2026-08-04,,4268801,BAJAJFINSV,E1,"BAJAJFINSV, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2075.0,2121.9,2004.65,2004.65,target,1.4115,1411.52,closed
BACKTEST,2026-08-11,,4268801,BAJAJFINSV,E1,"BAJAJFINSV, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2014.0,2062.0,1941.99,1941.99,target,1.4161,1416.09,closed
BACKTEST,2026-09-04,,4268801,BAJAJFINSV,E1,"BAJAJFINSV, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1985.0,2020.17,1932.25,1932.25,target,1.3871,1387.11,closed
BACKTEST,2026-09-11,,4268801,BAJAJFINSV,E1,"BAJAJFINSV, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1912.1,1943.94,1864.34,1924.0,time,-0.4938,-493.82,closed
BACKTEST,2026-04-29,,857857,SUNPHARMA,E1,"SUNPHARMA, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1756.0,1805.78,1681.32,1805.78,stop,-1.0705,-1070.55,closed
BACKTEST,2026-05-05,,857857,SUNPHARMA,E1,"SUNPHARMA, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1828.5,1876.64,1756.29,1876.64,stop,-1.076,-1075.96,closed
BACKTEST,2026-05-13,,857857,SUNPHARMA,E1,"SUNPHARMA, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1845.7,1891.27,1777.34,1891.27,stop,-1.081,-1081.0,closed
BACKTEST,2026-05-20,,857857,SUNPHARMA,E1,"SUNPHARMA, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1880.0,1923.61,1814.58,1814.58,target,1.4138,1413.78,closed
BACKTEST,2026-06-02,,857857,SUNPHARMA,E1,"SUNPHARMA, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1794.2,1837.2,1729.71,1837.2,stop,-1.0835,-1083.46,closed
BACKTEST,2026-06-23,,857857,SUNPHARMA,E1,"SUNPHARMA, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1870.0,1900.73,1823.91,1900.73,stop,-1.1217,-1121.72,closed
BACKTEST,2026-07-07,,857857,SUNPHARMA,E1,"SUNPHARMA, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1900.6,1931.33,1854.51,1931.33,stop,-1.1237,-1123.7,closed
BACKTEST,2026-07-13,,857857,SUNPHARMA,E1,"SUNPHARMA, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1925.9,1959.82,1875.02,1959.82,stop,-1.1136,-1113.55,closed
BACKTEST,2026-07-17,,857857,SUNPHARMA,E1,"SUNPHARMA, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1948.7,1980.03,1901.7,1980.03,stop,-1.1244,-1124.39,closed
BACKTEST,2026-07-30,,857857,SUNPHARMA,E1,"SUNPHARMA, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1993.1,2024.03,1946.7,2024.03,stop,-1.1289,-1128.87,closed
BACKTEST,2026-08-04,,857857,SUNPHARMA,E1,"SUNPHARMA, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1951.1,1986.89,1897.42,1897.42,target,1.391,1390.96,closed
BACKTEST,2026-08-19,,857857,SUNPHARMA,E1,"SUNPHARMA, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1871.0,1903.85,1821.72,1903.85,stop,-1.1139,-1113.91,closed
